"x" "y" "cell_label"
"113" 1111.990061 2688.49468 "Excitatory"
"114" 1002.980801 2593.790486 "Astrocyte"
"115" 968.245549 2735.334567 "Inhibitory"
"116" 947.3043295 2920.121472 "Inhibitory"
"117" 954.1476289 2879.382526 "Mature OD"
"118" 964.4220787 2856.913943 "Immature OD"
"119" 970.9104908 2893.458821 "Astrocyte"
"120" 978.4519099 2918.038079 "Inhibitory"
"121" 986.8590851 2838.359928 "Inhibitory"
"122" 982.8959065 2933.888462 "Mature OD"
"123" 997.595931 2918.174779 "Mature OD"
"124" 1006.731298 2955.571061 "Inhibitory"
"125" 1018.10584 2963.917587 "Inhibitory"
"126" 1027.456112 2817.979432 "Astrocyte"
"127" 1029.456039 2939.83392 "Endothelial"
"128" 1030.169594 2924.975602 "Inhibitory"
"129" 1033.36566 2853.133371 "Inhibitory"
"130" 1032.491446 2887.748351 "Inhibitory"
"131" 1044.878891 2820.737857 "Endothelial"
"132" 1057.003423 2952.631847 "Inhibitory"
"133" 1056.093451 2970.263464 "Microglia"
"134" 1060.611898 2827.925655 "Inhibitory"
"135" 1065.185017 2921.82493 "Inhibitory"
"136" 1066.280394 2940.084426 "Astrocyte"
"137" 1076.933753 2937.47301 "Inhibitory"
"138" 1078.80117 2954.376366 "Inhibitory"
"139" 1083.488196 2842.714953 "Endothelial"
"140" 1096.752181 2943.824597 "Inhibitory"
"141" 1108.143757 2943.014098 "Inhibitory"
"142" 1119.837213 2862.262245 "Endothelial"
"143" 1121.03995 2916.120101 "Astrocyte"
"144" 963.2881254 2941.268638 "Endothelial"
"145" 971.5978521 2935.979558 "Mature OD"
"146" 979.6641932 2870.226241 "Mature OD"
"147" 1004.133542 2877.576861 "Inhibitory"
"148" 1013.644258 2894.406317 "Inhibitory"
"149" 1042.30402 2959.314755 "Immature OD"
"150" 1056.148447 2802.428519 "Mature OD"
"151" 1071.463599 2890.009647 "Endothelial"
"152" 1104.205364 2954.471716 "Inhibitory"
"153" 1111.316511 2848.039303 "Mature OD"
"154" 1016.604164 2850.037739 "Mature OD"
"155" 1027.469666 2837.799489 "Immature OD"
"156" 1032.943085 2794.017019 "Inhibitory"
"157" 1038.213212 2807.87692 "Excitatory"
"158" 1063.154501 2899.914275 "Inhibitory"
"159" 1082.014805 2933.686454 "Astrocyte"
"160" 1101.118172 2786.887277 "Astrocyte"
"161" 1087.470753 2862.463251 "Inhibitory"
"162" 1095.430783 2876.171746 "Immature OD"
"163" 1100.235183 2922.035397 "Inhibitory"
"164" 993.7732334 2919.687153 "Microglia"
"165" 1114.019162 2787.106529 "Astrocyte"
"166" 936.8848329 3008.323033 "Inhibitory"
"167" 941.3243114 3140.334661 "Mature OD"
"168" 950.8461536 3152.576118 "Inhibitory"
"169" 958.3055002 3005.839615 "Inhibitory"
"170" 953.661832 3123.910431 "Astrocyte"
"171" 958.3442141 3029.06435 "Mature OD"
"172" 960.3068952 3146.954279 "Inhibitory"
"173" 966.884015 3042.824924 "Inhibitory"
"174" 971.5287093 3073.799551 "Inhibitory"
"175" 972.3764087 3099.674659 "Inhibitory"
"176" 982.4249809 3016.434582 "Astrocyte"
"177" 998.4391567 2993.298745 "Astrocyte"
"178" 1008.719439 3156.947405 "Inhibitory"
"179" 1008.645461 3170.975824 "Inhibitory"
"180" 1012.833715 3144.674536 "Inhibitory"
"181" 1015.901852 3084.927313 "Inhibitory"
"182" 1017.821649 3049.048718 "Endothelial"
"183" 1027.000474 3010.314029 "Astrocyte"
"184" 1033.367693 3137.429728 "Mature OD"
"185" 1040.431352 3118.385817 "Inhibitory"
"186" 1048.540278 3071.015882 "Astrocyte"
"187" 1049.264931 3030.72984 "Inhibitory"
"188" 1053.691464 3145.865031 "Microglia"
"189" 1055.646709 2990.481794 "Inhibitory"
"190" 1062.606757 3019.231301 "Immature OD"
"191" 1061.775596 3081.53893 "Endothelial"
"192" 1059.81656 3059.721289 "Inhibitory"
"193" 1066.006752 3055.456307 "Endothelial"
"194" 1074.827061 3159.729838 "Inhibitory"
"195" 1091.953001 2998.472544 "Inhibitory"
"196" 1096.989999 2982.943219 "Inhibitory"
"197" 1096.834754 3120.687009 "Mature OD"
"198" 1102.863227 3013.557985 "Inhibitory"
"199" 1109.621606 3164.262184 "Astrocyte"
"200" 1116.39585 3146.314688 "Inhibitory"
"201" 1118.396595 2990.552325 "Astrocyte"
"202" 958.5138902 3130.266899 "Endothelial"
"203" 974.1713998 3150.144914 "Excitatory"
"204" 1014.830322 3153.731356 "Inhibitory"
"205" 1067.809879 3139.985162 "Astrocyte"
"206" 1075.346415 3096.415986 "Astrocyte"
"207" 1006.818851 3071.479244 "Excitatory"
"208" 1012.881983 2998.733406 "Excitatory"
"209" 1063.280412 3119.088784 "Inhibitory"
"210" 1081.695258 3063.852188 "Inhibitory"
"211" 1095.583451 3015.676738 "Microglia"
"212" 1105.545515 3073.500323 "Microglia"
"213" 940.1623581 2989.176826 "Inhibitory"
"214" 1046.715966 3080.14627 "Excitatory"
"215" 1037.076139 3048.494576 "Inhibitory"
"216" 1060.44887 3036.208676 "Inhibitory"
"217" 937.2486761 3027.391742 "Astrocyte"
"218" 942.1615921 3029.596702 "Astrocyte"
"219" 936.1832412 3328.9848 "Immature OD"
"220" 940.0505735 3366.237875 "Mature OD"
"221" 941.9396075 3228.846843 "Inhibitory"
"222" 948.0396066 3346.002664 "Immature OD"
"223" 959.3547973 3317.179089 "Inhibitory"
"224" 963.789485 3210.316189 "Astrocyte"
"225" 973.4802789 3302.225863 "Astrocyte"
"226" 973.7840256 3219.209595 "Inhibitory"
"227" 973.9748053 3341.913241 "Inhibitory"
"228" 975.5223648 3248.586782 "Endothelial"
"229" 980.7188919 3318.915965 "Inhibitory"
"230" 985.8696404 3329.490127 "Endothelial"
"231" 988.5986628 3352.157017 "Excitatory"
"232" 998.1086153 3210.596806 "Inhibitory"
"233" 1001.145327 3261.8955 "Inhibitory"
"234" 1012.829464 3288.072956 "Mature OD"
"235" 1020.773894 3271.090923 "Astrocyte"
"236" 1023.928058 3238.812336 "Endothelial"
"237" 1039.587447 3289.064131 "Mature OD"
"238" 1054.930492 3267.862369 "Inhibitory"
"239" 1063.865104 3191.416528 "Astrocyte"
"240" 1066.960736 3336.811649 "Astrocyte"
"241" 1067.162131 3311.092034 "Mature OD"
"242" 1069.853039 3287.972625 "Excitatory"
"243" 1087.769022 3271.135117 "Inhibitory"
"244" 1094.308549 3351.812805 "Endothelial"
"245" 1098.749123 3261.574387 "Excitatory"
"246" 1103.001468 3301.518523 "Astrocyte"
"247" 1108.929999 3187.041252 "Inhibitory"
"248" 1111.100542 3236.80805 "Inhibitory"
"249" 1113.783091 3366.388257 "Excitatory"
"250" 1116.821044 3322.624093 "Inhibitory"
"251" 1044.996553 3258.149028 "Excitatory"
"252" 1074.63421 3230.614701 "Inhibitory"
"253" 1076.980632 3209.838526 "Inhibitory"
"254" 1116.760649 3283.974553 "Inhibitory"
"255" 979.2440828 3350.944987 "Mature OD"
"256" 1116.596348 3217.036063 "Inhibitory"
"257" 950.6879285 3204.664799 "Inhibitory"
"258" 966.5115745 3224.731467 "Astrocyte"
"259" 1056.219472 3346.656499 "Inhibitory"
"260" 1069.235362 3221.482374 "Inhibitory"
"261" 935.9691136 3564.594829 "Inhibitory"
"262" 935.8781923 3428.73959 "Inhibitory"
"263" 939.1563968 3524.528131 "Inhibitory"
"264" 941.9937454 3401.494997 "Astrocyte"
"265" 946.6883174 3458.588559 "Inhibitory"
"266" 960.53527 3458.688532 "Astrocyte"
"267" 973.2410197 3429.831939 "Inhibitory"
"268" 978.4968659 3462.336652 "Inhibitory"
"269" 990.7452308 3420.985742 "Excitatory"
"270" 998.1935834 3446.647476 "Astrocyte"
"271" 1004.421373 3497.106028 "Excitatory"
"272" 1016.415876 3495.073494 "Inhibitory"
"273" 1015.124844 3384.743586 "Inhibitory"
"274" 1024.609408 3506.136323 "Inhibitory"
"275" 1024.239789 3396.086703 "Mature OD"
"276" 1047.279219 3407.076506 "Immature OD"
"277" 1053.546689 3500.367778 "Inhibitory"
"278" 1088.243058 3523.558778 "Astrocyte"
"279" 1091.086363 3471.230156 "Mature OD"
"280" 1095.791132 3496.405543 "Excitatory"
"281" 1102.684193 3445.865533 "Endothelial"
"282" 1107.651432 3425.983799 "Inhibitory"
"283" 1106.626014 3419.346327 "Immature OD"
"284" 1111.932468 3529.160234 "Inhibitory"
"285" 1122.14676 3447.173714 "Inhibitory"
"286" 935.8749774 3514.420132 "Mature OD"
"287" 940.7785506 3471.926342 "Astrocyte"
"288" 958.4506615 3565.094373 "Excitatory"
"289" 954.5915938 3431.258729 "Inhibitory"
"290" 956.4175997 3436.10854 "Inhibitory"
"291" 961.5802025 3503.301511 "Astrocyte"
"292" 965.8955906 3508.972708 "Endothelial"
"293" 1003.196002 3556.807695 "Inhibitory"
"294" 1030.517733 3514.087748 "Endothelial"
"295" 1033.923011 3560.085705 "Endothelial"
"296" 1053.235759 3445.992256 "Inhibitory"
"297" 1062.476374 3564.893051 "Inhibitory"
"298" 1078.820755 3419.317544 "Mature OD"
"299" 1086.472555 3453.876047 "Astrocyte"
"300" 1095.247034 3458.053954 "Astrocyte"
"301" 1104.453435 3495.316427 "Inhibitory"
"302" 949.2564886 3538.684617 "Inhibitory"
"303" 960.536815 3528.066403 "Astrocyte"
"304" 963.0265921 3548.355737 "Astrocyte"
"305" 978.3045561 3560.63559 "Excitatory"
"306" 1013.202656 3490.786324 "Inhibitory"
"307" 1038.521985 3416.217777 "Mature OD"
"308" 1053.563105 3391.149678 "Mature OD"
"309" 1062.152939 3492.033404 "Inhibitory"
"310" 1078.734462 3544.140556 "Excitatory"
"311" 1117.780275 3389.097175 "Inhibitory"
"312" 987.8055332 3450.19492 "Immature OD"
"313" 986.15867 3539.797477 "Immature OD"
"314" 1072.428417 3402.899087 "Astrocyte"
"315" 945.4894482 3734.85587 "Excitatory"
"316" 957.6389781 3752.668542 "Inhibitory"
"317" 968.5293314 3698.152746 "Immature OD"
"318" 971.1644604 3639.837212 "Astrocyte"
"319" 972.9784184 3729.241974 "Inhibitory"
"320" 978.9447849 3587.17319 "Endothelial"
"321" 983.5184998 3688.933377 "Inhibitory"
"322" 991.4302911 3653.327564 "Endothelial"
"323" 993.4885216 3596.521342 "Inhibitory"
"324" 1014.248238 3769.139599 "Inhibitory"
"325" 1020.862793 3754.260238 "Excitatory"
"326" 1022.013852 3717.759542 "Immature OD"
"327" 1020.408292 3602.487714 "Inhibitory"
"328" 1019.662332 3650.467461 "Inhibitory"
"329" 1024.359737 3671.343679 "Endothelial"
"330" 1038.484375 3606.225152 "Inhibitory"
"331" 1047.475315 3746.495463 "Inhibitory"
"332" 1049.121002 3702.541058 "Astrocyte"
"333" 1047.544839 3710.685204 "Astrocyte"
"334" 1053.111726 3649.325505 "Microglia"
"335" 1054.086087 3621.73885 "Inhibitory"
"336" 1057.097765 3692.925065 "Astrocyte"
"337" 1059.954562 3745.471677 "Inhibitory"
"338" 1062.094424 3677.128824 "Inhibitory"
"339" 1062.23669 3651.224134 "Endothelial"
"340" 1066.722944 3643.702094 "Inhibitory"
"341" 1070.599848 3694.929694 "Endothelial"
"342" 1076.305239 3761.434535 "Inhibitory"
"343" 1080.487295 3658.522353 "Inhibitory"
"344" 1086.218783 3637.38987 "Endothelial"
"345" 1092.37721 3617.568337 "Inhibitory"
"346" 1100.177226 3697.442784 "Inhibitory"
"347" 1102.804966 3601.173599 "Microglia"
"348" 1109.531518 3639.339939 "Astrocyte"
"349" 1109.362017 3740.089329 "Immature OD"
"350" 1112.373609 3763.394448 "Microglia"
"351" 1113.820597 3631.135913 "Astrocyte"
"352" 953.6400377 3649.699251 "Inhibitory"
"353" 1071.372564 3712.816497 "Endothelial"
"354" 1080.109633 3626.281974 "Inhibitory"
"355" 1084.914107 3739.658391 "Inhibitory"
"356" 1110.571928 3757.1784 "Inhibitory"
"357" 1117.501288 3764.006299 "Inhibitory"
"358" 939.2007319 3716.803222 "Inhibitory"
"359" 1013.509599 3730.634393 "Inhibitory"
"360" 1028.339564 3707.887082 "Mature OD"
"361" 1031.443622 3760.653641 "Inhibitory"
"362" 1075.075337 3672.353712 "Astrocyte"
"363" 1094.528763 3594.466423 "Endothelial"
"364" 1113.575349 3674.989839 "Inhibitory"
"365" 1121.416819 3708.113658 "Inhibitory"
"366" 939.4262537 3604.077896 "Inhibitory"
"367" 1039.278544 3643.691722 "Inhibitory"
"368" 1109.875082 3720.863918 "Inhibitory"
"369" 935.019337 3823.360205 "Inhibitory"
"370" 939.3797465 3901.515718 "Inhibitory"
"371" 948.7820076 3889.938403 "Inhibitory"
"372" 950.8730001 3824.535228 "Mature OD"
"373" 959.2813748 3921.809057 "Endothelial"
"374" 959.2746598 3971.0289 "Immature OD"
"375" 959.9953412 3954.992567 "Inhibitory"
"376" 965.4282844 3840.669182 "Endothelial"
"377" 966.1626318 3812.826888 "Inhibitory"
"378" 964.820797 3905.666842 "Inhibitory"
"379" 984.2612716 3929.020792 "Inhibitory"
"380" 984.5010541 3951.255204 "Inhibitory"
"381" 996.4325766 3914.8684 "Inhibitory"
"382" 996.7617333 3811.135893 "Inhibitory"
"383" 1004.504781 3907.916808 "Inhibitory"
"384" 1011.041853 3885.932394 "Inhibitory"
"385" 1009.997081 3901.13294 "Inhibitory"
"386" 1008.842445 3932.269019 "Inhibitory"
"387" 1013.390261 3833.976273 "Inhibitory"
"388" 1014.220175 3918.235717 "Inhibitory"
"389" 1019.962788 3800.699615 "Immature OD"
"390" 1025.92012 3884.689417 "Inhibitory"
"391" 1027.556432 3926.436241 "Excitatory"
"392" 1029.159532 3787.577165 "Inhibitory"
"393" 1031.527577 3829.462952 "Inhibitory"
"394" 1035.455497 3851.710373 "Inhibitory"
"395" 1038.060982 3937.664615 "Endothelial"
"396" 1038.446477 3963.064739 "Inhibitory"
"397" 1044.469439 3880.02382 "Endothelial"
"398" 1046.851206 3853.579465 "Inhibitory"
"399" 1056.735354 3913.088231 "Inhibitory"
"400" 1061.957175 3870.213918 "Astrocyte"
"401" 1062.445088 3941.434464 "Excitatory"
"402" 1064.349596 3894.162138 "Inhibitory"
"403" 1064.88777 3826.685886 "Astrocyte"
"404" 1071.509026 3869.226489 "Inhibitory"
"405" 1081.020902 3821.718767 "Inhibitory"
"406" 1086.369018 3894.440457 "Inhibitory"
"407" 1084.812923 3801.895842 "Inhibitory"
"408" 1088.87569 3882.374124 "Inhibitory"
"409" 1106.303396 3957.439402 "Inhibitory"
"410" 1110.310988 3864.919362 "Inhibitory"
"411" 1110.717981 3901.707275 "Excitatory"
"412" 1119.594614 3891.627028 "Inhibitory"
"413" 1123.919376 3921.595087 "Endothelial"
"414" 974.0696683 3793.947402 "Endothelial"
"415" 1043.619475 3790.25106 "Inhibitory"
"416" 1052.470382 3896.898195 "Inhibitory"
"417" 1056.054259 3923.309796 "Excitatory"
"418" 1064.005869 3885.805505 "Inhibitory"
"419" 1072.52268 3930.866274 "Endothelial"
"420" 1094.045684 3852.667009 "Inhibitory"
"421" 935.5598556 3911.550404 "Inhibitory"
"422" 987.9738649 3973.996507 "Endothelial"
"423" 999.7276243 3962.023119 "Inhibitory"
"424" 1007.129993 3822.771666 "Inhibitory"
"425" 1043.818444 3886.333208 "Inhibitory"
"426" 1072.665513 3924.07554 "Inhibitory"
"427" 1071.482572 3887.081779 "Inhibitory"
"428" 1089.888404 3947.850547 "Inhibitory"
"429" 980.6272085 3964.546866 "Inhibitory"
"430" 1063.816321 3910.540284 "Inhibitory"
"431" 986.9716265 3917.01334 "Inhibitory"
"432" 1028.271036 3950.689905 "Excitatory"
"433" 1084.217044 3824.944514 "Inhibitory"
"434" 1084.861814 3923.730117 "Inhibitory"
"435" 936.307073 4164.087241 "Inhibitory"
"436" 939.4089878 4049.93685 "Inhibitory"
"437" 940.6119813 4026.352673 "Inhibitory"
"438" 939.8443594 4136.643024 "Excitatory"
"439" 951.1421542 4015.204101 "Astrocyte"
"440" 956.3544917 4087.450064 "Inhibitory"
"441" 957.2491646 4102.592701 "Inhibitory"
"442" 963.1221608 4142.144403 "Inhibitory"
"443" 964.1781831 4021.119108 "Inhibitory"
"444" 971.2925675 4058.341033 "Inhibitory"
"445" 976.2587848 4137.489836 "Excitatory"
"446" 981.9091223 4057.674661 "Inhibitory"
"447" 986.7408059 4014.125076 "Excitatory"
"448" 990.0307112 4063.30399 "Inhibitory"
"449" 984.6621243 4157.775382 "Endothelial"
"450" 989.5848042 4083.74753 "Excitatory"
"451" 991.044388 4162.401205 "Astrocyte"
"452" 995.8282049 4046.29904 "Inhibitory"
"453" 996.1443226 4020.557798 "Inhibitory"
"454" 1011.046595 4094.969059 "Inhibitory"
"455" 1016.182356 4015.297668 "Inhibitory"
"456" 1018.279296 4028.766678 "Astrocyte"
"457" 1020.270232 4006.1337 "Astrocyte"
"458" 1035.5332 4066.25046 "Inhibitory"
"459" 1036.291535 4052.425175 "Inhibitory"
"460" 1038.615211 4022.665515 "Inhibitory"
"461" 1051.347841 4127.982822 "Excitatory"
"462" 1057.789823 4011.784043 "Excitatory"
"463" 1057.929299 4035.591637 "Inhibitory"
"464" 1078.473874 4069.681105 "Inhibitory"
"465" 1079.282531 4158.758495 "Microglia"
"466" 1082.405463 4137.162122 "Excitatory"
"467" 1086.821161 4003.498951 "Inhibitory"
"468" 1088.812203 4162.012183 "Mature OD"
"469" 1091.995455 4047.041673 "Excitatory"
"470" 1091.52715 4117.335872 "Endothelial"
"471" 1100.489776 4142.05525 "Mature OD"
"472" 1101.271089 3985.305519 "Endothelial"
"473" 1108.540981 4117.751173 "Mature OD"
"474" 1113.644675 3991.753249 "Astrocyte"
"475" 1113.832836 4037.149106 "Mature OD"
"476" 949.7240427 4129.586527 "Excitatory"
"477" 970.8278051 4005.450524 "Inhibitory"
"478" 1035.172742 3991.957326 "Inhibitory"
"479" 1043.533804 4092.750755 "Microglia"
"480" 1054.702433 4065.853986 "Inhibitory"
"481" 1063.89672 4101.810772 "Endothelial"
"482" 1087.046861 4143.335064 "Excitatory"
"483" 1108.398027 4162.658868 "Mature OD"
"484" 1111.370057 4003.071331 "Inhibitory"
"485" 1070.431205 4061.03214 "Inhibitory"
"486" 1105.859492 4147.551526 "Astrocyte"
"487" 1058.547719 4117.588119 "Excitatory"
"488" 1100.405405 4105.577756 "Astrocyte"
"489" 1131.968256 4150.776707 "Immature OD"
"490" 1133.962286 4053.545792 "Astrocyte"
"491" 1137.553039 4088.297078 "Endothelial"
"492" 1152.553025 4100.951304 "Excitatory"
"493" 1155.878969 4043.290217 "Endothelial"
"494" 1158.118182 3989.460381 "Astrocyte"
"495" 1164.753731 4031.603136 "Microglia"
"496" 1165.72932 4133.483489 "Endothelial"
"497" 1171.902904 4064.968689 "Inhibitory"
"498" 1170.567982 4167.583453 "Mature OD"
"499" 1175.121896 4035.784338 "Excitatory"
"500" 1180.536896 4095.72754 "Excitatory"
"501" 1184.206847 4125.717208 "Inhibitory"
"502" 1188.110586 4163.844965 "Immature OD"
"503" 1192.309605 4085.771405 "Inhibitory"
"504" 1202.311997 4151.396094 "Mature OD"
"505" 1205.073771 4076.85641 "Excitatory"
"506" 1203.287971 4101.109481 "Excitatory"
"507" 1205.620087 4036.971408 "Endothelial"
"508" 1206.935692 4023.680443 "Excitatory"
"509" 1221.872638 4017.264539 "Mature OD"
"510" 1219.720981 4168.937735 "Mature OD"
"511" 1234.45088 4106.649522 "Mature OD"
"512" 1237.933629 4145.349962 "Inhibitory"
"513" 1239.714281 4154.565295 "Mature OD"
"514" 1260.485303 4058.487002 "Excitatory"
"515" 1264.98423 4134.324519 "Astrocyte"
"516" 1273.414526 4161.699926 "Excitatory"
"517" 1296.881803 4132.303708 "Excitatory"
"518" 1297.64037 4085.645349 "Mature OD"
"519" 1300.144177 4101.404419 "Mature OD"
"520" 1302.070457 4016.879421 "Excitatory"
"521" 1304.50264 4173.734444 "Mature OD"
"522" 1310.307395 4115.247444 "Mature OD"
"523" 1311.851233 4129.575918 "Astrocyte"
"524" 1144.751681 4093.086637 "Endothelial"
"525" 1147.547835 4012.57928 "Astrocyte"
"526" 1164.123217 4145.638559 "Astrocyte"
"527" 1171.218689 4141.178587 "Excitatory"
"528" 1173.504547 4014.672365 "Inhibitory"
"529" 1189.442573 4041.593773 "Inhibitory"
"530" 1216.150621 4085.152229 "Excitatory"
"531" 1215.597869 4154.18449 "Excitatory"
"532" 1266.178413 4074.397249 "Mature OD"
"533" 1298.512368 4028.592382 "Mature OD"
"534" 1304.122884 4150.685477 "Microglia"
"535" 1310.179494 4062.051941 "Mature OD"
"536" 1316.593228 4110.125932 "Mature OD"
"537" 1190.912251 4151.567314 "Excitatory"
"538" 1246.363701 4129.482173 "Mature OD"
"539" 1320.493553 4005.056825 "Mature OD"
"540" 1231.913978 3988.725018 "Mature OD"
"541" 1233.781839 4087.683124 "Mature OD"
"542" 1257.036303 4041.940254 "Mature OD"
"543" 1282.398795 4129.866186 "Mature OD"
"544" 1206.23896 4170.516099 "Excitatory"
"545" 1209.763782 4014.116813 "Excitatory"
"546" 1243.802754 4141.888831 "Mature OD"
"547" 1142.662099 3829.073984 "Inhibitory"
"548" 1146.078296 3923.79238 "Inhibitory"
"549" 1147.090799 3942.002597 "Inhibitory"
"550" 1154.313393 3823.348476 "Inhibitory"
"551" 1155.770558 3851.045075 "Excitatory"
"552" 1159.667509 3918.857891 "Inhibitory"
"553" 1159.884736 3873.837145 "Inhibitory"
"554" 1165.516266 3826.599741 "Inhibitory"
"555" 1165.527637 3885.141723 "Inhibitory"
"556" 1174.304489 3895.05282 "Inhibitory"
"557" 1174.095857 3801.284053 "Inhibitory"
"558" 1177.926633 3847.273217 "Inhibitory"
"559" 1178.683997 3885.288632 "Mature OD"
"560" 1184.440654 3813.290815 "Inhibitory"
"561" 1184.855336 3842.292652 "Inhibitory"
"562" 1186.148594 3829.543455 "Inhibitory"
"563" 1193.736022 3868.711871 "Inhibitory"
"564" 1192.717893 3796.470719 "Inhibitory"
"565" 1197.948016 3925.946842 "Microglia"
"566" 1200.863083 3842.880027 "Inhibitory"
"567" 1208.534171 3903.343788 "Inhibitory"
"568" 1215.714787 3793.276148 "Inhibitory"
"569" 1222.136735 3938.485415 "Excitatory"
"570" 1230.121545 3795.266658 "Inhibitory"
